author,title,text
豊島与志雄,豊島与志雄/球突場の一隅,妙に人の顔をじろじろ見る風があった。
和辻哲郎,和辻哲郎/孔子,第一の学而篇は、孔子の語を八章、孔子と子貢との問答を一章、有子の語を三章、曽子の語を二章、子夏の語を一章、子貢と子禽の問答を一章集めたものである。
三遊亭円朝,三遊亭円朝/粟田口霑笛竹（澤紫ゆかりの咲分） 02 粟田口霑笛竹（澤紫ゆかりの咲分）,仙「棄置かれんなら己を斬れ、サア抜け」
与謝野晶子,与謝野晶子/晶子詩篇全集,夏の夜のどしやぶりの雨……
林不忘,林不忘/巷説享保図絵,久しくお眼にかかりませんでございました」
牧逸馬,牧逸馬/女肉を料理する男,私は夢が覚めたように初めて気がついて、店から転がり出て大声に騒ぎ立てましたが、その時はもう電車は男を乗せたまま遠く町のむこうに消え去っていたのです。
泉鏡花,泉鏡花/春昼後刻,お話はお馴染の東京｜世渡草、商人の仮声物真似。
海野十三,海野十三/透明人間,「おどろくのもむりはないよ。
田中貢太郎,田中貢太郎/雁,女房は何だか気になると云うさまであった。
長塚節,長塚節/土,次の朝霜は白く庭葢の藁におりた。
牧野信一,牧野信一/疑惑の城,夜を徹して営業を続けてゐる或る廓の中の殺ばつな料理屋であつた。
太宰治,太宰治/富嶽百景,日本にも、勇敢なやつが、ひとり在つたぞ。
アンデルセン,アンデルセン/即興詩人,いかなる形ぞ。
与謝野寛,与謝野寛/巴里より,店には壊れた陶器が山を為し、壊される端から店の女が莞爾して新しい皿や鉢を棚に並べて居る。
倉田百三,倉田百三/愛と認識との出発,これじつに遠深なる形而上学の問題である。
中里介山,中里介山/大菩薩峠 38 農奴の巻,「頼まれ冥加とはこのこと……」
国枝史郎,国枝史郎/神州纐纈城,道鬼山本勘助殿も、さよう申されておりました」
菊池寛,菊池寛/フランダースの犬,まだ何と言ってもほんの子供ですから、かなしいのでした。
岸田国士,岸田国士/虹色の幻想（シナリオ）,人ッ気のない夜の明け方である。
海野十三,海野十三/超人間Ｘ号,それとも、遺族ではなく、あの火辻の死体が入用であるために盗んだのか。
折口信夫,折口信夫/古語復活論,われ／＼は此内容を盛るに最適切な形式を、各時代の語彙の中から求め出さうと思ふのである。
チェーホフ,チェーホフ/接吻,その頃はもう彼らは小径にかかっていて、それがだらだらと川の方へ下り、それからはすぐ水際に沿って、岸辺の薮や、水に洗われて窪んだ場所や、水面に枝を垂れている柳などのまわりを縫いながら、うねうねと走っていた。
国枝史郎,国枝史郎/名人地獄,「オイ、千三屋！」
国枝史郎,国枝史郎/甲州鎮撫隊,……」
吉川英治,吉川英治/三国志　05　臣道の巻　,そこは郊外なので、玄徳の客舎へ来たのは、もう四更に近かった。
蘭郁二郎,蘭郁二郎/白金神経の少女,バー・オパール
岸田国士,岸田国士/仏国現代の劇作家,彼の作品には「諷刺的神秘劇」の名が冠せられると同時に、また「象徴的社会劇」の名でこれを呼ぶことも許されるであらう。
鈴木行三,鈴木行三/後の業平文治,文「ウム、そうかも知れぬ、併し何処の国でも人鬼は居らぬ、こういう訳で難渋するからと頼んだら助けてくれぬ事もあるまい。
島崎藤村,島崎藤村/新生,こうした心持で、岸本は祖母さんや久米や女中を頼りに自分の子供を育てにかかった。
牧野信一,牧野信一/鏡地獄,藤井は、ヲダハラの彼の母から破産に近い彼の財産に就いて、いろいろ彼の意見を正す為に、わざわざ頼まれて出かけて来たのであつた。
国木田独歩,国木田独歩/酒中日記,お前たちの厄介にさえならなければ可かろうとの挨拶で、頭から自分の注意は取あげない。
牧逸馬,牧逸馬/生きている戦死者,この時も、何うも揮発油じゃなくて盗んだ酒でも這入っているのだろうと、また一しきり忘れていたゴシップが沸いたが、これが一九一四年五月のことで、八月には大戦勃発、いくら小さなツインコタの町でも、もうベラ・キスどころではない。
佐々木味津三,佐々木味津三/旗本退屈男 02 第二話　続旗本退屈男,贈り主は前夜のあの怪しい血まみれの男じゃな。
森鴎外,森鴎外/ファウスト,汝達知れりや。
豊島与志雄,豊島与志雄/反抗,周平が黙ってると、暫くして低い声で云った。
長塚節,長塚節/土,「俺らもこんで嚊に死なれた当座にや此れも役に立たねえから泣きぬいたよ」勘次は俄にしんみりとしていつた。
夏目漱石,夏目漱石/こころ,私にはただでさえ誇りになるべき叔父でした。
直木三十五,直木三十五/傾城買虎之巻,勿論藩の金もとられるし、大小も奪われた。
黒島伝治,黒島伝治/反戦文学論,）
岡本綺堂,岡本綺堂/影を踏まれた女 近代異妖編,それほどに怖るべきものであるならば、どこの親達も子どもの遊びを堅く禁止しさうなものであるが、それ程にはやかましく云はなかつたのを見ると、その伝説や迷信も一般的ではなかつたらしい。
田中貢太郎,田中貢太郎/港の妖婦,壮い女給の一人がひらひらと蝶のようにその前へやって来た。
小川未明,小川未明/こがらしの　ふく　ばん,と、正ちゃんがいいました。
森鴎外,森鴎外/板ばさみ,「お父うさんはまだお目が醒めないかい。
萩原朔太郎,萩原朔太郎/宿命,その上にもまた、特殊な館の構造から、入口の梯子を昇降する人の足音が、周囲の壁に反響して、遠雷を聴くやうに出来てるので、あたかも画面の中の大砲が、遠くで鳴つてるやうに聴えるのである。
岸田国士,岸田国士/隣の花,目木そんなこときまつてるなんて知らなかつた。
坂口安吾,坂口安吾/安吾人生案内 03 その三　精神病診断書,ある時間の記憶を失ったり、酩酊というモーロー状態にならなければ辿りつくことができなかったり、精神病の状態と同じようなことを我々の日常に経験するのは決して珍しいことではないね。
吉川英治,吉川英治/河豚　,金沢の卯の花漬は、焙って食べるもので、これは人が珍重がる。
国枝史郎,国枝史郎/沙漠の古都,やはり半日とはかからないうちに立派な一個の荷車が出来た。
豊島与志雄,豊島与志雄/エミリアンの旅,「どうだい、すてきな泥坊だらう。
宮沢賢治,宮沢賢治/グスコーブドリの伝記,このままで過ぎるなら、森にも野原にも、ちょうどあの年のブドリの家族のようになる人がたくさんできるのです。
宮本百合子,宮本百合子/マリア・バシュキルツェフの日記,マリアは、執拗にこの希望を追って、そしたら「私は私の愛する人を自分のものにすることもできるだろう。
宮本百合子,宮本百合子/道標,ネチャエフの伝記だった。
芥川龍之介,芥川龍之介/彼　第二,彼はもう一度黙ってしまった。
岸田国士,岸田国士/ガンバハル氏の実験（ラヂオドラマ）,――あなたがなさる？駄目でせう。
正岡子規,正岡子規/寒山落木　巻一,おろ／＼とのんで風呼ぶ薄哉
佐々木味津三,佐々木味津三/右門捕物帖 36 子持ちすずり,「ウへへ……うれしいね。
横光利一,横光利一/日輪,」
三木清,三木清/唯物史観と現代の意識,しかるに過程が過程として批判的に認識されるためには、それは同時に過去の発展の結果として観察されねばならぬ。
萩原朔太郎,萩原朔太郎/詩の原理,プラトンにあっては、イデヤが感情の中に融かされ気分の情趣ある靄でかすんでいる。
国枝史郎,国枝史郎/沙漠の古都,巨魁来巨魁来巨魁来
夏目漱石,夏目漱石/坑夫,「どうか、しましたか」
宮本百合子,宮本百合子/文学と生活,社会が未開であったとき、性の神秘は人間誕生のおごそかなおどろきとむすびあわされて、性器崇拝となった場合もあった。
横光利一,横光利一/旅愁,「あら、雀がこんな所まで来たわ。
菊池寛,菊池寛/フランダースの犬,が、ときどき、ふっと、その最後の休息が、間近に迫って来たようにかんじられて、なんだか目が前ほどはっきり見えなくなったし、教会堂の鐘が五つ鳴って、パトラッシュに、起きて働かねばならぬ時が来たと知らせると、ぱっとはね起るのに変りありませんが、それが前とちがって、非常な苦痛にかんじられるのです。
宮本百合子,宮本百合子/待呆け議会風景,中等学校への入学試験が内申制になってから、一人の子供を上の学校へ入れるために百円から千円の金がいるようになった、というような記事が、昨今は世人の注目と関心とをひいている。
原田義人,原田義人/審判,しかし、彼は付け加えて言った。
菊池寛,菊池寛/貞操問答,四十男の感傷主義なんていやだわ。
神西清,神西清/かもめ ――喜劇　四幕――,（間）さてと、まだ何を話したらいいのかな？やがて僕がうちへ帰ってから、手紙が何通か来ましたっけ。
国枝史郎,国枝史郎/娘煙術師,※うらに来いとの笛の音、うら道来いとの笛の音……
小栗虫太郎,小栗虫太郎/潜航艇「鷹の城」/潜航艇「鷹の城」,ところが、先ほども申しましたように、犬射さんは立ち上がってうろうろしていたのです、だが、ヴィデさんだけは泰然と構えておりました。
宮沢賢治,宮沢賢治/ひかりの素足,「お前はも一度あのもとの世界に帰るのだ。
原民喜,原民喜/ガリバー旅行記,今こゝでひどい目に会っているのです。
三遊亭円朝,三遊亭円朝/粟田口霑笛竹（澤紫ゆかりの咲分） 02 粟田口霑笛竹（澤紫ゆかりの咲分）,丈「実は稲垣さまの処へ御奉公にあがってる内に、稲垣さまの下役に大野惣兵衛という奴が有ってノ、其奴が石川のお嬢さまに惚れて、時々己に鼻薬をくれちゃア種々頼むから、己も種々な悪事を諜し合わせている内に、其の大野惣兵衛はお暇に成ったが、浪人しても己を呼び出しちゃア頼む／＼と云ってはくれる鼻薬に、つい目が眛れて、粟田口国綱も己が手引をして盗ましたのだ、また石川藤左衛門さまを日暮ヶ岡で鉄砲で打殺させた手筈をしたのも皆んな己、それから鴻の台の鐘ヶ淵から小左衛門さまを突落させた手引もおれがしたのだから、石川さまの仇敵も矢張り大野惣兵衛だが、今は八橋周馬と名を変えて、田地や山を買い、堀切の傍の別荘に居て、金貸しをしているが、その大野惣兵衛の差料にしている刀が粟田口国綱だから、早く其の刀を取返し、仇を討って御帰参になるようにして下せえ、今お前がいう通り、主人と知って刃向え立をした丈助だから、磔刑に上っても飽き足らねえ奴だが、畳の上でお母アの手に懸って死ぬのは親の慈悲ということを、今初めて覚えた……アヽわかった、お前も定めて悪かろうが、若旦那さまが此処へおいでになって、己の鬢の毛を一本／＼引こ抜き、五分だめしにしてお胸を晴して下さるようにお詫ことをして下さい、誠に悪い事をしましたから、何うかお詫ことをして下さい」
宮本百合子,宮本百合子/権力の悲劇,おそろしい化学力をもつその兵器の効果は、すべての人類をたちまち醜い不具にして、死滅させる威力をそなえているものであると説明されている。
吉川英治,吉川英治/宮本武蔵　05　風の巻　,呶鳴った者がある。
与謝野寛,与謝野寛/巴里より,赤い粗末な瓦屋根も天然と調和して見える。
太宰治,太宰治/乞食学生,薄暗い八畳間の片隅に、紺絣を着た丸坊主の少年がひとりきちんと膝を折って坐っていた。
宮本百合子,宮本百合子/獄中への手紙 12 一九四五年（昭和二十年）,それらの間に挟って、わたしはそちらへの切符のことを思い、仕事を考えて居ります。
原田義人,原田義人/城,もうすみましたから、出かけましょう」
岸田国士,岸田国士/対話,とにかくシェークスピアの戯曲といふものの面影をアレだけ映画といふ手段で伝へたといふこと、それがチッとも映画として演劇に降伏した姿でなく、その点で非常にオリヴィエは偉い男ですね。
岸田国士,岸田国士/従軍五十日,といふ私の問ひに、
岸田国士,岸田国士/仏国議会に於ける脚本検閲問題 ――ゴンクウルの『娼婦エリザ』――,諸君、御心配は御無用であります。
坂口安吾,坂口安吾/九段,自分の力で工夫して食べて行きなさい」
中島敦,中島敦/斗南先生,）だけは、確かに似ている。
中里介山,中里介山/大菩薩峠 25 みちりやの巻,「お屋敷……ドコのお屋敷へ？」
中里介山,中里介山/法然行伝,眼の前の無常を見て夢の中の栄耀を厭わねばなりません。
寺田寅彦,寺田寅彦/時の観念とエントロピーならびにプロバビリティ,物理学上の言葉の濫用かもしれぬ。
吉川英治,吉川英治/宮本武蔵　05　風の巻　,武蔵は、皮肉であった。
折口信夫,折口信夫/万葉集研究,天武は、大神の直系として扱はれてゐる。
吉川英治,吉川英治/鳴門秘帖　01 上方の巻　,それは目明しの万吉であった。
ドイル,ドイル/自転車嬢の危難,「君が帰って来た時に、君の考えでは自転車乗りが、灌木の中で、多少ネクタイを直したろう、と云うことを云ったが、あのことはもう、僕に全部を語っていることだったのだ。
吉川英治,吉川英治/宮本武蔵　05　風の巻　,四
宮本百合子,宮本百合子/道標,リン博士は、前おきもなしにいきなりそんなことを云いだした伸子の顔を平静な目でちょっと眺めていたが、
吉川英治,吉川英治/夕顔の門,……では』
海野十三,海野十三/人造人間事件,「なあにサンタマリア病院に入院していたのだよ。
海野十三,海野十三/火星兵団,そんな恐しいことがあっていいだろうか。
豊島与志雄,豊島与志雄/レ・ミゼラブル 06 第三部　マリユス,そして駅馬車の中で二晩過ごしたためにすっかり疲れていて、水泳場に一時間ばかり行って不眠を補いたくなったので、急いで自分の室に上がって行き、旅行用のフロックと首にかけていた黒い紐とを脱ぐが早いか、すぐに水泳場へ出かけて行った。
林芙美子,林芙美子/放浪記（初出）,下の女達が、あいつと言ったのが此女なのだろうか、高価な香水の匂いがクンクンして、二階の此四畳半だけは、ぜいたくな道具がそろっていた。
吉川英治,吉川英治/宮本武蔵　03　水の巻　,石舟斎のそうして世間を避けている姿を思うと、武蔵は高い梢に冴えている月の相が聯想された。
久正十蘭,久生十蘭/金狼,……辛かってんわ」
吉川英治,吉川英治/大岡越前,稲荷の祠と、背なか合せに、木洩れ陽を浴び、落葉をしいて、乳ぶさのうちに寝入った子を、俯しのぞいている若い母があった。
佐藤垢石,佐藤垢石/瀞,この村の前の熊野川には、上流にも下流にも連続して立派な釣り場がある。
豊島与志雄,豊島与志雄/レ・ミゼラブル 07 第四部　叙情詩と叙事詩　プリューメ街の恋歌とサン・ドゥニ街の戦歌,いかなる語法も隠語ほど比喩に富むものはない。
岡本綺堂,岡本綺堂/栗の花,両君は櫂を措いて出ると、私もつづいて出ました。
野村胡堂,野村胡堂/錢形平次捕物控083　鉄砲汁,誰やらの声に応じて、何処に隠してあつたか、十幾つの御用の提灯が、一度にパツと二人の曲者を照します。
久正十蘭,久生十蘭/魔都,何もビクビクするには及ばない。
豊島与志雄,豊島与志雄/ジャン・クリストフ 11 第九巻　燃ゆる荊,ことに老人が酩酊してるときは恐かった。
和辻哲郎,和辻哲郎/停車場で感じたこと,待合へはいってから何げなしに正面の大時計を見ると、いつのまにかたいへん時間がたっている。
中里介山,中里介山/大菩薩峠 21 無明の巻,「何という人の作か、それを聞いておきましたか」
岸田国士,岸田国士/雪だるまの幻想（ラジオ・ドラマ）,風の音。
上司小剣,上司小剣/石川五右衛門の生立,――そんなことを文吾は考へた。
岸田国士,岸田国士/北支物情,あなたはまた、ご苦労なお役目で……」
戸坂潤,戸坂潤/日本イデオロギー論 ――現代日本に於ける日本主義・ファシズム・自由主義・思想の批判,でこうした一切の人間学主義――それは必ず何かの形の倫理主義に到着する――が、今日日本に於て最も確実らしい実を結んだ解釈学だということを示すものが、和辻氏のこの倫理学だろう。
宮沢賢治,宮沢賢治/詩ノート,その谷がみな蔭になり
佐々木味津三,佐々木味津三/右門捕物帖 12 毒色のくちびる,まことに右門ならでは考えつかぬ意表を突いた証拠攻めですが、いわれたとおり新旧二つの紅跡を比較すると、げに小じわの数までが似たりも似たり、寸分たがわぬ一つのものの相似を示していたものでしたから、ここにいたって、いかに強情がまんの腰元もついに自白を余儀なくさせられたかに見られましたが、がぜん事件はそこから意外な結果を呼びまねきました。
石川啄木,石川啄木/一握の砂,其処ら此処らに虫の鳴く
戸坂潤,戸坂潤/物理的空間の成立まで （カントの空間論）,之を唯一の空間に落ち合わせるようにするものは空間知覚の外に求められる空間の規範性と云わなければならぬ。
種田山頭火,種田山頭火/其中日記 02 （二）,雪の鴉のなが／″＼ないて
岡本綺堂,岡本綺堂/半七捕物帳 54 唐人飴,最初に発見されたのは、市川岩蔵の腕である。
新美南吉,新美南吉/のら犬,――だんごは、とりかえしましたが、きつねはすわったきり、にげません。
石川啄木,石川啄木/鳥影,Erste Eindruck（第一印象）と、独逸語で其上に書かれた。
有島武郎,有島武郎/星座,……気を鎮めて眠ろうとすればするほど、悲しみはあとからあとからと湧き返って、涙のために痛みながらも眠が冴えるばかりだった。
石川啄木,石川啄木/天鵞絨,母は裏の物置の側に荒蓆を布いて、日向ぼツこをしながら、打残しの麻糸を砧つてゐる。
吉川英治,吉川英治/上杉謙信,一厩は毎日、用なくとも、見まはり欠かざること。
長塚節,長塚節/芋掘り,栗毛虫は強くしがみついて容易に離れないのを太一は気長に叩いて落ちたのを足で踏み潰す。
佐藤垢石,佐藤垢石/純情狸,折りあらば小みどりを盗み出そうと企てた。
種田山頭火,種田山頭火/行乞記 04 （三）,だから、駄句一つの一日でもあつた！
夢野久作,夢野久作/空を飛ぶパラソル,「ハイ……キット男の子を生みます」
宮本百合子,宮本百合子/お久美さんと其の周囲,と云う声を夢の様に聞きながらお久美さんは両手をしっかり握り合わせて化石した様に夕闇の葉陰から音もなく這い出る中に立って居た。
豊島与志雄,豊島与志雄/レ・ミゼラブル 07 第四部　叙情詩と叙事詩　プリューメ街の恋歌とサン・ドゥニ街の戦歌,「そしてまたあいつにも。
三好十郎,三好十郎/炎の人――ゴッホ小伝――,老婆……（ヴィンセントのすることを眼で追って、これから祈祷がはじまることを知って椅子を立ち、ローソクに向って床の上に膝を突き、キリスト図を見て）なあシモンや、お前のために先生とおっ母あがお祈りをしるだよ。
泉鏡花,泉鏡花/婦系図,月の十二日は本郷の薬師様の縁日で、電車が通るようになっても相かわらず賑かな。
倉田百三,倉田百三/生活と一枚の宗教,それでつまり私の生き方が宗教的になったわけであります。
魯迅,魯迅/狂人日記,乃公を恐れているらしい。
中里介山,中里介山/大菩薩峠 08 白根山の巻,湯から出ようとする竜之助の傍へ寄って、手拭を固く絞ってお徳は、その肩へ手をかけて背中を洗ってやろうとします。
横光利一,横光利一/上海,亭主が死ねば帰るといって来ているが、あいつも日本よりは支那の方が好きだと見えるよ。
野村胡堂,野村胡堂/錢形平次捕物控062　城の絵図面,近頃はお国元に引籠り、病気の御届を出して、容易に参府もしないと言ふ噂ぢやないか。
国枝史郎,国枝史郎/染吉の朱盆,「根岸附近だとかいったっけね」
アンデルセン,アンデルセン/人魚のひいさま/人魚のひいさま,ひいさまは、腰をかがめて、王子のうつくしいひたいに、そっとくちびるをつけました。
豊島与志雄,豊島与志雄/レ・ミゼラブル 07 第四部　叙情詩と叙事詩　プリューメ街の恋歌とサン・ドゥニ街の戦歌,それは実にたまらないことであった。
大杉栄,大杉栄/日本脱出記,」
神西清,神西清/女房ども,マーシェンカの方でも、別に私を避ける素振りは見えません。
泉鏡花,泉鏡花/誓之巻,一しきり、また凩の戸にさわりて、ミリヤアドの顔｜蒼ざめぬ。
田中貢太郎,田中貢太郎/涼亭 ――序に代へて――,【と、茶の方に眼をやって】早速ですが、お茶を一ついただきますよ。
岡本綺堂,岡本綺堂/亡びゆく花,家は古い茅葺家根である。
吉川英治,吉川英治/私本太平記/05　世の辻の帖　,「火急のことゆえ、お途中と存じましたが、これまで、駈けまいってござりまする」
泉鏡花,泉鏡花/婦系図,「そう、そう。
ユゴー,ヴィクトル・ユゴー/レ・ミゼラブル 07 第四部　叙情詩と叙事詩　プリューメ街の恋歌とサン・ドゥニ街の戦歌,」
海野十三,海野十三/暗号の役割 烏啼天駆シリーズ・４,しかし定めし向こうでは気に病んでいることと思われた。
岡本綺堂,岡本綺堂/中国怪奇小説集 08 録異記（五代）,朝の辰どき（午前七時―九時）に初めてその前列を見て、夕の酉どき（午後五時―七時）にいたる頃、その全部がようやく行き尽くしたのであって、その長さ実に幾里であるか判らない。
岡本綺堂,岡本綺堂/半七捕物帳 26 女行者,何分にもそのお祓いをお願い申したいと云って、半七は白木の台付きの箱をうやうやしく捧げて出した。
神西清,神西清/灰色の眼の女,突然その顔が咳払ひをした。
林芙美子,林芙美子/新版　放浪記,ただ、なぐさみに歌の文句を書いてみるだけ。
永井荷風,永井荷風/断腸亭日乗 04 断腸亭日記巻之三大正八年歳次己未,十一月廿五日。
織田作之助,織田作之助/夫婦善哉,柳吉はやがて退院して、湯崎温泉へ出養生した。
宮本百合子,宮本百合子/道標,折角、モスク※のメーデイを見に来ているところで、これからじき帰って行こうとしている日本では、共産党という秘密結社が発見されて、全国で千余名の人々がつかまった、というような報道を、どこかその身に関係がありそうに話されたのを秋山宇一が快く感じていない表情は、ありありとうけとられた。
鈴木行三,鈴木行三/菊模様皿山奇談,作左衛門は憤ったの憤らないのでは有りません。
中井正一,中井正一/「壇」の解体,お互いに一分のスキも与えまいとしての関心と焦慮、それは確かに一つの不安ではある。
中里介山,中里介山/大菩薩峠 35 胆吹の巻,こうして、石田村の祭の庭は踊りに繁昌しましたけれども、前の街道には馬と箱とが狼藉におっぽり出されているところへ運の悪い時は悪いものです。
吉川英治,吉川英治/親鸞聖人について　,最初に申しましたとおり、私は講演などする柄でないんですが、この真宗青年会連盟からのお話があった時、再三、再四、あやまったんです。
柳田国男,柳田国男/野草雑記・野鳥雑記 01野草雑記,エダドル（エダロベ）越中｜上新川郡
紫式部,紫式部/源氏物語 21 乙女,姫君はもうあちらへ帰してしまったのである。
梶井基次郎,梶井基次郎/矛盾の様な真実,私はこの圧力で爆発する様に「馬鹿※」をやつてしまつた。
宮本百合子,宮本百合子/播州平野,一つ一つ、こういう段どりを重ねて、東京。
林芙美子,林芙美子/放浪記（初出）,百面相
岡本綺堂,岡本綺堂/玉藻の前,玉藻ほどの才と美とを具えていれば、采女の御奉公を望むも無理はない。
楠山正雄,楠山正雄/家なき子 02 （下）,おまえに五シルリングやる。
国枝史郎,国枝史郎/十二神貝十郎手柄話,……」
平井肇,平井肇/鼻,別に何でもないようですが、じつはそれが誹謗でしてね、尨犬というのはその実、何でもよくは憶えていませんが、さる役所の会計係のことだったのです。
ロラン,ロラン/ジャン・クリストフ 06 第四巻　反抗,大事な御用らしいから。
豊島与志雄,豊島与志雄/銀の笛と金の毛皮,王さまはじめみんなが、黄金をこしらえて、むちゅうになってるのをみて、かなしそうにいいました。
森鴎外,森鴎外/樺太脱獄記,はふり出されて、雪の中を引き摩られてゐる乗手は、力一ぱいに手綱を控へて、体の周囲の雪を雲のやうに立てゝゐる。
戸坂潤,戸坂潤/範疇としての空間に就いて ――之は一つの習作である――,単なる視覚や触覚は聴覚へこのような意味で干渉することは出来ない。
折口信夫,折口信夫/最低の古典 ――新かなづかひと漢字制限――,一時でも早く、自由に国語自身の表現のできる時の来ることをまちこがれてゐるのであるから、どんな苦痛でも辛抱しようといふのである。
三好十郎,三好十郎/捨吉,俺の手のひらに吸いついた
豊島与志雄,豊島与志雄/理想の女,やがてむずかり出す。
森鴎外,森鴎外/即興詩人,当初｜御萱堂不幸之｜砌、存寄らざる儀とは申ながら、拙者の身上共禍因と連係候故、報謝の一端にもと志候御世話も、此の如く相終候上は、最早債を償ひ劵を折候と同じく、何の恩讐も無之、一切｜事済と看做候て宜かるべしと存候。
徳田秋声,徳田秋声/縮図,」
佐々木味津三,佐々木味津三/右門捕物帖 33 死人ぶろ,表のやつらにしたくさせな」
坂口安吾,坂口安吾/明治開化　安吾捕物 14 その十三　幻の塔,ちとオレの小説を学ぶがいいや」
石川三四郎,石川三四郎/浪,どういふ意味で私は福田家を去つて故郷に帰つたのか、その時の事情を忘れてしまひましたが、一家を維持することが困難になつたことが主要な原因であつたと思ひます。
宮本百合子,宮本百合子/獄中への手紙 06 一九三九年（昭和十四年）,どうかしら。
折口信夫,折口信夫/幣束から旗さし物へ,薄をさしたさし物から、直ちに聯想せられるのは一本荻と云ふさし物（大阪攻め絵巻・弘前軍符）である。
織田作之助,織田作之助/土曜夫人,遺家族とあれば一層保護を加うべき任にありながら、色と欲の二筋道をかけるなど実に言語道断です。
久正十蘭,久生十蘭/キャラコさん 03 蘆と木笛,瘠せているので、ほんとうの身丈よりずっと長身に見える。
吉川英治,吉川英治/宮本武蔵　02　地の巻　,ここで待っていてくださいね。
中里介山,中里介山/大菩薩峠 37 恐山の巻,と、千住三輪街道は、往くさ来るさの人が眼の色を変えて騒ぐけれども、斬った当人の姿はいつしか見えず、斬られた本人は、どこへどう逃げたか行方知れず、斬った当人は相当身分のありそうな姿をしていたが、それも一目散に逃げてしまって行方がわからない。
林不忘,林不忘/魔像 新版大岡政談/魔像 新版大岡政談,言いながら、外から、上り框の障子をあけるのと一｜拍子に、茨右近は、もうスックと起ち上っていた。
吉川英治,吉川英治/私本太平記/10　風花帖　,まったくの暗闇合戦で、この市街戦では、新田の重臣、船田ノ入道義昌が戦死し、千葉ノ介｜高胤、由良新左衛門なども、巷に仆れた。
大杉栄,大杉栄/自叙伝,それはどうとかしてやって行けます。
岡本綺堂,岡本綺堂/半七捕物帳 16 津の国屋,「阿母さんがきのうの夕方、飛んでもない怪我をしましたの」
柳田国男,柳田国男/山の人生,一つの例をあげてみますれば、山中には往々魔所と名づくる場処があります。
野村胡堂,野村胡堂/錢形平次捕物控311　鬼女,驚いて飛起きたお粂は、床の上にまじ／＼と坐り直すのです。
アンデルセン,アンデルセン/幸福のうわおいぐつ/幸福のうわおいぐつ,スペードの嬢ちゃま、ダイヤのジャックに、
折口信夫,折口信夫/文学に於ける虚構,ところが、曽良の随行日記にはそのやうな事は一行も書いてゐない。
寺田寅彦,寺田寅彦/量的と質的と統計的と,ヴォルタの電盆や電堆、ガルバニの細君の発見と言われる蛙の実験いずれも質的なる画期的実験である。
桑原隲蔵,桑原隲蔵/支那人間に於ける食人肉の風習,並殺之。
寺田寅彦,寺田寅彦/科学と文学,しかしまたここに少しちがった立場に立つものの見方からすると、このような区別は必ずしも唯一無二ではないのである。
井上円了,井上円了/妖怪学/妖怪学,狐狗狸のこと
吉川英治,吉川英治/三国志　02　桃園の卷　,「いやいや。
中里介山,中里介山/大菩薩峠 37 恐山の巻,その時、米友の頭へピンと来たのは、この高札がまた只ものではない、それはもとより、人間一匹を押しつぶして、息の根を止めているくらいの高札だから、只の高札でないことはわかっているが、この只者でない高札にもまた、一応見覚えがある！と米友の頭に響かざるを得なかったのは、これも先に、生活品の買出しに長浜へ来た時に、札場で見たあの高札――念のために、その時うろ読みに読んだ文章を再現してみると、次のようなものでありました。
宮本百合子,宮本百合子/牡丹,「若旦那！若旦那！気を落付けなくちゃいけません」
坂口安吾,坂口安吾/二十七歳,その夜明けが、私の目には、狂気のやうに映り、私の頭は割れ裂けさうで、そして夜明けが割れ裂けさうであつた。
牧野信一,牧野信一/痴酔記,私は、Ｇ氏が彼女の云ふやうな平凡な変質者だなどとは思ひもしなかつたし、だから、先生は決して娘ばかりに興味を持つてゐるわけではない、僕の酔態に就いてなどもこれ／＼の関心を持つてゐると説明しようかと思つたが、今の彼女の言葉に私は強く胸を打たれて、
中谷宇吉郎,中谷宇吉郎/ツーン湖のほとり,ホテルもよかつた。
ドイル,ドイル/暗号舞踏人の謎,「これを御覧下さい」
海野十三,海野十三/三十年後の東京,広告塔と空気浄化器と二役をやっているのですか」
吉川英治,吉川英治/三国志　08　望蜀の巻　,ただ、皇叔のために、ここで一言申しのこすならば、荊州の地は決してあなたの永住に適する領土でありますまい。
中里介山,中里介山/大菩薩峠 03 壬生と島原の巻 ,「やむを得ん、是非がない」
海野十三,海野十三/怪星ガン,さて、朝の午前九時から、ギンネコ号は針路をぎゃくにして、救援艇隊の主力が向かってくるほうへ引っかえしていった。
海野十三,海野十三/心臓盗難 烏啼天駆シリーズ・２,その結果、安東仁雄の人柄がわかった。
宮沢賢治,宮沢賢治/税務署長の冒険,二人はまた中へ入った、そしてまた樽を持って出て来たもんだ、（さあ、これでもう六斗になるまさかこれっきりだらう、これっきりにしても月六石になる大した脱税だ）と署長は考へた。
泉鏡花,泉鏡花/陽炎座,で、操の糸の切れたがごとく、手足を突張りながら、ぐたりと眠る……俗には船を漕ぐとこそ言え、これは筏を流す体。
甲賀三郎,甲賀三郎/血液型殺人事件,先生、毛沼博士は十二時前後に死なれたのじゃないかと思うんですが、どうでしょうか」
坂口安吾,坂口安吾/金銭無情,意気地なし」
野口雨情,野口雨情/朝おき雀,優等生に
戸坂潤,戸坂潤/一九三七年を送る日本,そのためには別に際立った政治的変更をさえ必要としない。
三好十郎,三好十郎/捨吉,「うん宿屋だ
海野十三,海野十三/爬虫館事件,「やあ、帆村さんですか」北外畜養員はニコヤカに笑った。
